"","Identificacion","Familia","Departamento","Genero","Edad","Parentesco","Estado.civil","Nivel.educativo.alcanzado","Empleo.antes","Rama.actividad","tiempo.en.colombia","Horas.disponibles","ocupacion","Factor.de.expansion","Ingresos_total"
"127","4806801-1-3","4806801 - 1","47","Femenino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]","No asalariado",87.166783954958,311400
"128","4806801-1-6","4806801 - 1","47","Femenino","(26,59]","Otros No parientes","Soltero","Superior o universitaria","Si","Correo y telecomunicaciones","Entre 1 y 5 años","(48,130]","No asalariado",87.166783954958,467100
"129","4806807-1-1","4806807 - 1","47","Masculino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","No","Fabricación de muebles / industrias manufactureras","Menos de 1 año","(48,130]","No asalariado",186.180959984667,1038000
"130","4806807-1-2","4806807 - 1","47","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de muebles / industrias manufactureras","Menos de 1 año","(48,130]","No asalariado",186.180959984667,830400
"131","4806946-1-3","4806946 - 1","50","Masculino","(26,59]","Otros No parientes","Soltero","Media (10o -13o)","Si","Servicios sociales y de salud","Mas de 5 años","(39,48]","Asalariado",253.948982642511,902584.596
"132","4807170-1-2","4807170 - 1","54","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(48,130]","No asalariado",587.921573112641,1029696
"133","4807177-1-1","4807177 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(48,130]","Asalariado",492.627092003422,622800
"134","4807184-1-2","4807184 - 1","54","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Mas de 5 años","(39,48]","Asalariado",389.711711377665,1053694.56
"135","4807187-1-1","4807187 - 1","54","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",552.425178000595,830400
"136","4807187-1-3","4807187 - 1","54","Masculino","(18,26]","Nucleo familiar","Soltero","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",552.425178000595,747360
"137","4807216-1-1","4807216 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Menos de 1 año","(48,130]","No asalariado",275.195899474522,0
"138","4807232-1-1","4807232 - 1","54","Masculino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",361.554631228492,363300
"139","4807237-1-1","4807237 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de productos textiles","Entre 1 y 5 años","(48,130]","No asalariado",329.913625380493,830400
"140","4807237-1-2","4807237 - 1","54","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",329.913625380493,467100
"141","4807238-1-1","4807238 - 1","54","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",219.262481781535,519000
"142","4807238-1-2","4807238 - 1","54","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",219.262481781535,539760
"143","4807239-1-1","4807239 - 1","54","Masculino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]","No asalariado",373.648084128851,415200
"144","4807239-1-2","4807239 - 1","54","Femenino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","No asalariado",373.648084128851,249120
"145","4807239-1-3","4807239 - 1","54","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","No asalariado",373.648084128851,348768
"146","4807267-1-3","4807267 - 1","54","Masculino","(26,59]","Otros parientes","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",246.647486161183,726600
"147","4807278-1-3","4807278 - 1","54","Femenino","(26,59]","Otros No parientes","Separado y/o viudo","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Menos de 1 año","(48,130]","Asalariado",246.647486161183,810929.196
"148","4807311-1-1","4807311 - 1","63","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]","No asalariado",87.4446121920382,726600
"149","4807311-1-2","4807311 - 1","63","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]","Asalariado",87.4446121920382,622800
"150","4807330-1-1","4807330 - 1","63","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",209.941560442968,726600
"151","4807331-2-1","4807331 - 2","63","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]","Asalariado",108.300606151279,859464
"152","4807331-3-1","4807331 - 3","63","Masculino","(18,26]","Jefe de hogar","Soltero","Básica primaria","Si","Construcción","Mas de 5 años","(39,48]","Asalariado",108.300606151279,726600
"153","4807522-1-1","4807522 - 1","66","Femenino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]","Asalariado",266.998221110782,902492.214
"154","4807522-1-2","4807522 - 1","66","Femenino","(18,26]","Otros parientes","Soltero","Superior o universitaria","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]","Asalariado",266.998221110782,902492.214
"155","4807548-1-1","4807548 - 1","66","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Mas de 5 años","(39,48]","Asalariado",149.545067212897,933632.214
"156","4807615-2-1","4807615 - 2","68","Femenino","(18,26]","Jefe de hogar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","No asalariado",441.315142040456,290640
"157","4807627-1-4","4807627 - 1","68","Masculino","(59,100]","Otros parientes","Casado y/o union libre","Básica secundaria","Si","Transporte por vía terrestre; transporte por tuberías","Menos de 1 año","(39,48]","Asalariado",964.987324503476,207600
"158","4807627-1-5","4807627 - 1","68","Femenino","(26,59]","Otros parientes","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]","No asalariado",964.987324503476,103800
"159","4807642-1-1","4807642 - 1","68","Masculino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",516.851880797233,726600
"160","4807642-1-2","4807642 - 1","68","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",516.851880797233,726600
"161","4807642-1-3","4807642 - 1","68","Masculino","(26,59]","Otros parientes","Soltero","Básica primaria","Si","Construcción","Entre 1 y 5 años","(48,130]","No asalariado",516.851880797233,934200
"162","4807642-1-4","4807642 - 1","68","Femenino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",516.851880797233,570900
"163","4807651-1-1","4807651 - 1","68","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",412.83168353546,1038000
"164","4807651-1-2","4807651 - 1","68","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(39,48]","No asalariado",412.83168353546,705840
"165","4807651-1-3","4807651 - 1","68","Femenino","(26,59]","Otros parientes","Soltero","Básica primaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","Asalariado",412.83168353546,186840
"166","4807669-1-1","4807669 - 1","68","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Actividades inmobiliarias","Entre 1 y 5 años","(39,48]","Asalariado",936.911931689143,1251828
"167","4807700-1-2","4807700 - 1","68","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Educación","Mas de 5 años","(39,48]","Asalariado",428.372321197518,2698800
"168","4807723-1-6","4807723 - 1","70","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",140.792524799488,415200
"169","4807732-1-1","4807732 - 1","70","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]","Asalariado",137.666211290575,415200
"170","4807732-1-2","4807732 - 1","70","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",137.666211290575,415200
"171","4807735-1-1","4807735 - 1","70","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]","No asalariado",111.935450176254,519000
"172","4807735-1-2","4807735 - 1","70","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","No","Otras actividades empresariales","Entre 1 y 5 años","(0,39]","No asalariado",111.935450176254,363300
"173","4807744-1-1","4807744 - 1","70","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(39,48]","No asalariado",122.408124398815,747360
"174","4807791-1-2","4807791 - 1","70","Masculino","(18,26]","Otros No parientes","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","Asalariado",127.001844093302,622800
"175","4807819-1-2","4807819 - 1","70","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Transporte por vía terrestre; transporte por tuberías","Menos de 1 año","(48,130]","Asalariado",140.792524799488,902492.214
"176","4807819-1-4","4807819 - 1","70","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(39,48]","No asalariado",140.792524799488,311400
"177","4807819-1-5","4807819 - 1","70","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]","No asalariado",140.792524799488,519000
"178","4808010-1-3","4808010 - 1","76","Masculino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Mas de 5 años","(48,130]","Asalariado",1331.55178430256,1545582
"179","4808010-1-4","4808010 - 1","76","Masculino","(14,18]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Mas de 5 años","(48,130]","Asalariado",1331.55178430256,1091189.196
"180","4808050-2-1","4808050 - 2","76","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Fabricación de productos de metal","Menos de 1 año","(39,48]","Asalariado",1557.34234625589,622800
"181","4808076-1-1","4808076 - 1","76","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Elaboración de productos alimenticios","Menos de 1 año","(48,130]","Asalariado",1021.1871998901,934200
"182","4808629-1-2","4808629 - 1","13","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",606.933193780514,1017240
"183","4808692-1-2","4808692 - 1","17","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]","Asalariado",239.699507418976,1648563.018
"184","4808848-1-2","4808848 - 1","44","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de productos de metal","Entre 1 y 5 años","(39,48]","No asalariado",194.354870193252,664320
"185","4808851-1-3","4808851 - 1","44","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",142.177520505848,62280
"186","4808864-1-1","4808864 - 1","44","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",113.068571535313,519000
"187","4808864-1-5","4808864 - 1","44","Masculino","(18,26]","Otros parientes","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",113.068571535313,207600
"188","4809016-1-1","4809016 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",329.913625380493,942723.018
"189","4809018-1-1","4809018 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",368.876306097536,1038000
"190","4809022-1-1","4809022 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de muebles / industrias manufactureras","Entre 1 y 5 años","(48,130]","No asalariado",361.554631228492,415200
"191","4809080-1-3","4809080 - 1","63","Masculino","(26,59]","Nucleo familiar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","No asalariado",113.489836377563,0
"192","4809080-1-4","4809080 - 1","63","Masculino","(26,59]","Otros No parientes","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]","No asalariado",113.489836377563,0
"193","4809128-1-1","4809128 - 1","66","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",233.187345021648,882300
